building_name,city,province,region,country,window_count,window_type,access_method,service_type,frequency,labour_rate_cad,margin_pct,base_minutes_per_window,service_multiplier,access_multiplier,frequency_discount,total_labour_minutes,labour_cost_cad,materials_cost_cad,subtotal_cad,margin_amount_cad,final_price_cad,per_window_cost_cad,visits_per_year,annual_total_cad
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,one_time,20.0,25.0,4,0.45,1.4,1.0,151.2,50.4,4.03,54.43,13.61,68.04,1.13,1,68.04
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,one_time,20.0,30.0,4,0.45,1.4,1.0,151.2,50.4,4.03,54.43,16.33,70.76,1.18,1,70.76
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,one_time,20.0,35.0,4,0.45,1.4,1.0,151.2,50.4,4.03,54.43,19.05,73.48,1.22,1,73.48
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,one_time,20.0,40.0,4,0.45,1.4,1.0,151.2,50.4,4.03,54.43,21.77,76.2,1.27,1,76.2
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,one_time,22.0,25.0,4,0.45,1.4,1.0,151.2,55.44,4.44,59.88,14.97,74.84,1.25,1,74.84
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,one_time,22.0,30.0,4,0.45,1.4,1.0,151.2,55.44,4.44,59.88,17.96,77.84,1.3,1,77.84
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,one_time,22.0,35.0,4,0.45,1.4,1.0,151.2,55.44,4.44,59.88,20.96,80.83,1.35,1,80.83
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,one_time,22.0,40.0,4,0.45,1.4,1.0,151.2,55.44,4.44,59.88,23.95,83.83,1.4,1,83.83
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,one_time,24.0,25.0,4,0.45,1.4,1.0,151.2,60.48,4.84,65.32,16.33,81.65,1.36,1,81.65
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,one_time,24.0,30.0,4,0.45,1.4,1.0,151.2,60.48,4.84,65.32,19.6,84.91,1.42,1,84.91
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,one_time,24.0,35.0,4,0.45,1.4,1.0,151.2,60.48,4.84,65.32,22.86,88.18,1.47,1,88.18
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,one_time,24.0,40.0,4,0.45,1.4,1.0,151.2,60.48,4.84,65.32,26.13,91.45,1.52,1,91.45
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,one_time,26.0,25.0,4,0.45,1.4,1.0,151.2,65.52,5.24,70.76,17.69,88.45,1.47,1,88.45
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,one_time,26.0,30.0,4,0.45,1.4,1.0,151.2,65.52,5.24,70.76,21.23,91.99,1.53,1,91.99
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,one_time,26.0,35.0,4,0.45,1.4,1.0,151.2,65.52,5.24,70.76,24.77,95.53,1.59,1,95.53
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,one_time,26.0,40.0,4,0.45,1.4,1.0,151.2,65.52,5.24,70.76,28.3,99.07,1.65,1,99.07
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,quarterly,20.0,25.0,4,0.45,1.4,0.9,151.2,45.36,3.63,48.99,12.25,61.24,1.02,4,244.94
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,quarterly,20.0,30.0,4,0.45,1.4,0.9,151.2,45.36,3.63,48.99,14.7,63.69,1.06,4,254.74
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,quarterly,20.0,35.0,4,0.45,1.4,0.9,151.2,45.36,3.63,48.99,17.15,66.13,1.1,4,264.54
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,quarterly,20.0,40.0,4,0.45,1.4,0.9,151.2,45.36,3.63,48.99,19.6,68.58,1.14,4,274.34
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,quarterly,22.0,25.0,4,0.45,1.4,0.9,151.2,49.9,3.99,53.89,13.47,67.36,1.12,4,269.44
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,quarterly,22.0,30.0,4,0.45,1.4,0.9,151.2,49.9,3.99,53.89,16.17,70.05,1.17,4,280.22
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,quarterly,22.0,35.0,4,0.45,1.4,0.9,151.2,49.9,3.99,53.89,18.86,72.75,1.21,4,290.99
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,quarterly,22.0,40.0,4,0.45,1.4,0.9,151.2,49.9,3.99,53.89,21.56,75.44,1.26,4,301.77
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,quarterly,24.0,25.0,4,0.45,1.4,0.9,151.2,54.43,4.35,58.79,14.7,73.48,1.22,4,293.93
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,quarterly,24.0,30.0,4,0.45,1.4,0.9,151.2,54.43,4.35,58.79,17.64,76.42,1.27,4,305.69
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,quarterly,24.0,35.0,4,0.45,1.4,0.9,151.2,54.43,4.35,58.79,20.58,79.36,1.32,4,317.45
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,quarterly,24.0,40.0,4,0.45,1.4,0.9,151.2,54.43,4.35,58.79,23.51,82.3,1.37,4,329.2
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,quarterly,26.0,25.0,4,0.45,1.4,0.9,151.2,58.97,4.72,63.69,15.92,79.61,1.33,4,318.43
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,quarterly,26.0,30.0,4,0.45,1.4,0.9,151.2,58.97,4.72,63.69,19.11,82.79,1.38,4,331.16
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,quarterly,26.0,35.0,4,0.45,1.4,0.9,151.2,58.97,4.72,63.69,22.29,85.98,1.43,4,343.9
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,quarterly,26.0,40.0,4,0.45,1.4,0.9,151.2,58.97,4.72,63.69,25.47,89.16,1.49,4,356.64
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,monthly,20.0,25.0,4,0.45,1.4,0.8,151.2,40.32,3.23,43.55,10.89,54.43,0.91,12,653.18
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,monthly,20.0,30.0,4,0.45,1.4,0.8,151.2,40.32,3.23,43.55,13.06,56.61,0.94,12,679.31
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,monthly,20.0,35.0,4,0.45,1.4,0.8,151.2,40.32,3.23,43.55,15.24,58.79,0.98,12,705.44
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,monthly,20.0,40.0,4,0.45,1.4,0.8,151.2,40.32,3.23,43.55,17.42,60.96,1.02,12,731.57
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,monthly,22.0,25.0,4,0.45,1.4,0.8,151.2,44.35,3.55,47.9,11.98,59.88,1.0,12,718.5
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,monthly,22.0,30.0,4,0.45,1.4,0.8,151.2,44.35,3.55,47.9,14.37,62.27,1.04,12,747.24
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,monthly,22.0,35.0,4,0.45,1.4,0.8,151.2,44.35,3.55,47.9,16.77,64.67,1.08,12,775.98
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,monthly,22.0,40.0,4,0.45,1.4,0.8,151.2,44.35,3.55,47.9,19.16,67.06,1.12,12,804.72
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,monthly,24.0,25.0,4,0.45,1.4,0.8,151.2,48.38,3.87,52.25,13.06,65.32,1.09,12,783.82
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,monthly,24.0,30.0,4,0.45,1.4,0.8,151.2,48.38,3.87,52.25,15.68,67.93,1.13,12,815.17
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,monthly,24.0,35.0,4,0.45,1.4,0.8,151.2,48.38,3.87,52.25,18.29,70.54,1.18,12,846.53
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,monthly,24.0,40.0,4,0.45,1.4,0.8,151.2,48.38,3.87,52.25,20.9,73.16,1.22,12,877.88
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,monthly,26.0,25.0,4,0.45,1.4,0.8,151.2,52.42,4.19,56.61,14.15,70.76,1.18,12,849.14
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,monthly,26.0,30.0,4,0.45,1.4,0.8,151.2,52.42,4.19,56.61,16.98,73.59,1.23,12,883.1
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,monthly,26.0,35.0,4,0.45,1.4,0.8,151.2,52.42,4.19,56.61,19.81,76.42,1.27,12,917.07
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,monthly,26.0,40.0,4,0.45,1.4,0.8,151.2,52.42,4.19,56.61,22.64,79.25,1.32,12,951.04
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,weekly,20.0,25.0,4,0.45,1.4,0.7,151.2,35.28,2.82,38.1,9.53,47.63,0.79,52,2476.66
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,weekly,20.0,30.0,4,0.45,1.4,0.7,151.2,35.28,2.82,38.1,11.43,49.53,0.83,52,2575.72
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,weekly,20.0,35.0,4,0.45,1.4,0.7,151.2,35.28,2.82,38.1,13.34,51.44,0.86,52,2674.79
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,weekly,20.0,40.0,4,0.45,1.4,0.7,151.2,35.28,2.82,38.1,15.24,53.34,0.89,52,2773.85
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,weekly,22.0,25.0,4,0.45,1.4,0.7,151.2,38.81,3.1,41.91,10.48,52.39,0.87,52,2724.32
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,weekly,22.0,30.0,4,0.45,1.4,0.7,151.2,38.81,3.1,41.91,12.57,54.49,0.91,52,2833.29
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,weekly,22.0,35.0,4,0.45,1.4,0.7,151.2,38.81,3.1,41.91,14.67,56.58,0.94,52,2942.27
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,weekly,22.0,40.0,4,0.45,1.4,0.7,151.2,38.81,3.1,41.91,16.77,58.68,0.98,52,3051.24
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,weekly,24.0,25.0,4,0.45,1.4,0.7,151.2,42.34,3.39,45.72,11.43,57.15,0.95,52,2971.99
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,weekly,24.0,30.0,4,0.45,1.4,0.7,151.2,42.34,3.39,45.72,13.72,59.44,0.99,52,3090.87
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,weekly,24.0,35.0,4,0.45,1.4,0.7,151.2,42.34,3.39,45.72,16.0,61.73,1.03,52,3209.75
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,weekly,24.0,40.0,4,0.45,1.4,0.7,151.2,42.34,3.39,45.72,18.29,64.01,1.07,52,3328.63
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,weekly,26.0,25.0,4,0.45,1.4,0.7,151.2,45.86,3.67,49.53,12.38,61.92,1.03,52,3219.65
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,weekly,26.0,30.0,4,0.45,1.4,0.7,151.2,45.86,3.67,49.53,14.86,64.39,1.07,52,3348.44
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,weekly,26.0,35.0,4,0.45,1.4,0.7,151.2,45.86,3.67,49.53,17.34,66.87,1.11,52,3477.23
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,interior_only,weekly,26.0,40.0,4,0.45,1.4,0.7,151.2,45.86,3.67,49.53,19.81,69.35,1.16,52,3606.01
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,one_time,20.0,25.0,4,0.55,1.4,1.0,184.8,61.6,4.93,66.53,16.63,83.16,1.39,1,83.16
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,one_time,20.0,30.0,4,0.55,1.4,1.0,184.8,61.6,4.93,66.53,19.96,86.49,1.44,1,86.49
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,one_time,20.0,35.0,4,0.55,1.4,1.0,184.8,61.6,4.93,66.53,23.28,89.81,1.5,1,89.81
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,one_time,20.0,40.0,4,0.55,1.4,1.0,184.8,61.6,4.93,66.53,26.61,93.14,1.55,1,93.14
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,one_time,22.0,25.0,4,0.55,1.4,1.0,184.8,67.76,5.42,73.18,18.3,91.48,1.52,1,91.48
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,one_time,22.0,30.0,4,0.55,1.4,1.0,184.8,67.76,5.42,73.18,21.95,95.14,1.59,1,95.14
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,one_time,22.0,35.0,4,0.55,1.4,1.0,184.8,67.76,5.42,73.18,25.61,98.79,1.65,1,98.79
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,one_time,22.0,40.0,4,0.55,1.4,1.0,184.8,67.76,5.42,73.18,29.27,102.45,1.71,1,102.45
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,one_time,24.0,25.0,4,0.55,1.4,1.0,184.8,73.92,5.91,79.83,19.96,99.79,1.66,1,99.79
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,one_time,24.0,30.0,4,0.55,1.4,1.0,184.8,73.92,5.91,79.83,23.95,103.78,1.73,1,103.78
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,one_time,24.0,35.0,4,0.55,1.4,1.0,184.8,73.92,5.91,79.83,27.94,107.78,1.8,1,107.78
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,one_time,24.0,40.0,4,0.55,1.4,1.0,184.8,73.92,5.91,79.83,31.93,111.77,1.86,1,111.77
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,one_time,26.0,25.0,4,0.55,1.4,1.0,184.8,80.08,6.41,86.49,21.62,108.11,1.8,1,108.11
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,one_time,26.0,30.0,4,0.55,1.4,1.0,184.8,80.08,6.41,86.49,25.95,112.43,1.87,1,112.43
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,one_time,26.0,35.0,4,0.55,1.4,1.0,184.8,80.08,6.41,86.49,30.27,116.76,1.95,1,116.76
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,one_time,26.0,40.0,4,0.55,1.4,1.0,184.8,80.08,6.41,86.49,34.59,121.08,2.02,1,121.08
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,quarterly,20.0,25.0,4,0.55,1.4,0.9,184.8,55.44,4.44,59.88,14.97,74.84,1.25,4,299.38
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,quarterly,20.0,30.0,4,0.55,1.4,0.9,184.8,55.44,4.44,59.88,17.96,77.84,1.3,4,311.35
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,quarterly,20.0,35.0,4,0.55,1.4,0.9,184.8,55.44,4.44,59.88,20.96,80.83,1.35,4,323.33
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,quarterly,20.0,40.0,4,0.55,1.4,0.9,184.8,55.44,4.44,59.88,23.95,83.83,1.4,4,335.3
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,quarterly,22.0,25.0,4,0.55,1.4,0.9,184.8,60.98,4.88,65.86,16.47,82.33,1.37,4,329.31
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,quarterly,22.0,30.0,4,0.55,1.4,0.9,184.8,60.98,4.88,65.86,19.76,85.62,1.43,4,342.49
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,quarterly,22.0,35.0,4,0.55,1.4,0.9,184.8,60.98,4.88,65.86,23.05,88.91,1.48,4,355.66
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,quarterly,22.0,40.0,4,0.55,1.4,0.9,184.8,60.98,4.88,65.86,26.35,92.21,1.54,4,368.83
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,quarterly,24.0,25.0,4,0.55,1.4,0.9,184.8,66.53,5.32,71.85,17.96,89.81,1.5,4,359.25
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,quarterly,24.0,30.0,4,0.55,1.4,0.9,184.8,66.53,5.32,71.85,21.56,93.41,1.56,4,373.62
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,quarterly,24.0,35.0,4,0.55,1.4,0.9,184.8,66.53,5.32,71.85,25.15,97.0,1.62,4,387.99
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,quarterly,24.0,40.0,4,0.55,1.4,0.9,184.8,66.53,5.32,71.85,28.74,100.59,1.68,4,402.36
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,quarterly,26.0,25.0,4,0.55,1.4,0.9,184.8,72.07,5.77,77.84,19.46,97.3,1.62,4,389.19
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,quarterly,26.0,30.0,4,0.55,1.4,0.9,184.8,72.07,5.77,77.84,23.35,101.19,1.69,4,404.76
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,quarterly,26.0,35.0,4,0.55,1.4,0.9,184.8,72.07,5.77,77.84,27.24,105.08,1.75,4,420.32
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,quarterly,26.0,40.0,4,0.55,1.4,0.9,184.8,72.07,5.77,77.84,31.14,108.97,1.82,4,435.89
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,monthly,20.0,25.0,4,0.55,1.4,0.8,184.8,49.28,3.94,53.22,13.31,66.53,1.11,12,798.34
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,monthly,20.0,30.0,4,0.55,1.4,0.8,184.8,49.28,3.94,53.22,15.97,69.19,1.15,12,830.27
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,monthly,20.0,35.0,4,0.55,1.4,0.8,184.8,49.28,3.94,53.22,18.63,71.85,1.2,12,862.2
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,monthly,20.0,40.0,4,0.55,1.4,0.8,184.8,49.28,3.94,53.22,21.29,74.51,1.24,12,894.14
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,monthly,22.0,25.0,4,0.55,1.4,0.8,184.8,54.21,4.34,58.54,14.64,73.18,1.22,12,878.17
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,monthly,22.0,30.0,4,0.55,1.4,0.8,184.8,54.21,4.34,58.54,17.56,76.11,1.27,12,913.3
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,monthly,22.0,35.0,4,0.55,1.4,0.8,184.8,54.21,4.34,58.54,20.49,79.04,1.32,12,948.42
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,monthly,22.0,40.0,4,0.55,1.4,0.8,184.8,54.21,4.34,58.54,23.42,81.96,1.37,12,983.55
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,monthly,24.0,25.0,4,0.55,1.4,0.8,184.8,59.14,4.73,63.87,15.97,79.83,1.33,12,958.0
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,monthly,24.0,30.0,4,0.55,1.4,0.8,184.8,59.14,4.73,63.87,19.16,83.03,1.38,12,996.32
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,monthly,24.0,35.0,4,0.55,1.4,0.8,184.8,59.14,4.73,63.87,22.35,86.22,1.44,12,1034.64
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,monthly,24.0,40.0,4,0.55,1.4,0.8,184.8,59.14,4.73,63.87,25.55,89.41,1.49,12,1072.96
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,monthly,26.0,25.0,4,0.55,1.4,0.8,184.8,64.06,5.13,69.19,17.3,86.49,1.44,12,1037.84
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,monthly,26.0,30.0,4,0.55,1.4,0.8,184.8,64.06,5.13,69.19,20.76,89.95,1.5,12,1079.35
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,monthly,26.0,35.0,4,0.55,1.4,0.8,184.8,64.06,5.13,69.19,24.22,93.41,1.56,12,1120.86
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,monthly,26.0,40.0,4,0.55,1.4,0.8,184.8,64.06,5.13,69.19,27.68,96.86,1.61,12,1162.38
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,weekly,20.0,25.0,4,0.55,1.4,0.7,184.8,43.12,3.45,46.57,11.64,58.21,0.97,52,3027.02
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,weekly,20.0,30.0,4,0.55,1.4,0.7,184.8,43.12,3.45,46.57,13.97,60.54,1.01,52,3148.1
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,weekly,20.0,35.0,4,0.55,1.4,0.7,184.8,43.12,3.45,46.57,16.3,62.87,1.05,52,3269.19
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,weekly,20.0,40.0,4,0.55,1.4,0.7,184.8,43.12,3.45,46.57,18.63,65.2,1.09,52,3390.27
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,weekly,22.0,25.0,4,0.55,1.4,0.7,184.8,47.43,3.79,51.23,12.81,64.03,1.07,52,3329.73
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,weekly,22.0,30.0,4,0.55,1.4,0.7,184.8,47.43,3.79,51.23,15.37,66.59,1.11,52,3462.92
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,weekly,22.0,35.0,4,0.55,1.4,0.7,184.8,47.43,3.79,51.23,17.93,69.16,1.15,52,3596.1
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,weekly,22.0,40.0,4,0.55,1.4,0.7,184.8,47.43,3.79,51.23,20.49,71.72,1.2,52,3729.29
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,weekly,24.0,25.0,4,0.55,1.4,0.7,184.8,51.74,4.14,55.88,13.97,69.85,1.16,52,3632.43
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,weekly,24.0,30.0,4,0.55,1.4,0.7,184.8,51.74,4.14,55.88,16.77,72.65,1.21,52,3777.73
Office Building - Main Street,North Bay,Ontario,Northern Ontario,Canada,60,standard_single_pane,ladder,exterior_only,weekly,24.0,35.0,4,0.55,1.4,0.7,184.8,51.74,4.14,55.88,19.56,75.44,1.26,52,3923.02
